link_id,river_velocity1,lambda1,lambda2,max_storage,infiltration,percolation,surface_velocity,tr_subsurface,tr_groundwater,temp_threshold,melt_factor
493638,0.75,0,0,100,5,2,0.2,3,100,0,5
471682,0.75,0,0,100,5,2,0.2,3,100,0,5
491234,0.75,0,0,100,5,2,0.2,3,100,0,5
474102,0.75,0,0,100,5,2,0.2,3,100,0,5
496105,0.75,0,0,100,5,2,0.2,3,100,0,5
474711,0.75,0,0,100,5,2,0.2,3,100,0,5
474710,0.75,0,0,100,5,2,0.2,3,100,0,5
495017,0.75,0,0,100,5,2,0.2,3,100,0,5
498189,0.75,0,0,100,5,2,0.2,3,100,0,5
491401,0.75,0,0,100,5,2,0.2,3,100,0,5
474533,0.75,0,0,100,5,2,0.2,3,100,0,5
497368,0.75,0,0,100,5,2,0.2,3,100,0,5
493635,0.75,0,0,100,5,2,0.2,3,100,0,5
484049,0.75,0,0,100,5,2,0.2,3,100,0,5
495599,0.75,0,0,100,5,2,0.2,3,100,0,5
464298,0.75,0,0,100,5,2,0.2,3,100,0,5
474258,0.75,0,0,100,5,2,0.2,3,100,0,5
497374,0.75,0,0,100,5,2,0.2,3,100,0,5
497373,0.75,0,0,100,5,2,0.2,3,100,0,5
474259,0.75,0,0,100,5,2,0.2,3,100,0,5
475632,0.75,0,0,100,5,2,0.2,3,100,0,5
488539,0.75,0,0,100,5,2,0.2,3,100,0,5
491545,0.75,0,0,100,5,2,0.2,3,100,0,5
490166,0.75,0,0,100,5,2,0.2,3,100,0,5
491782,0.75,0,0,100,5,2,0.2,3,100,0,5
472839,0.75,0,0,100,5,2,0.2,3,100,0,5
471354,0.75,0,0,100,5,2,0.2,3,100,0,5
467136,0.75,0,0,100,5,2,0.2,3,100,0,5
495221,0.75,0,0,100,5,2,0.2,3,100,0,5
491780,0.75,0,0,100,5,2,0.2,3,100,0,5
470015,0.75,0,0,100,5,2,0.2,3,100,0,5
475631,0.75,0,0,100,5,2,0.2,3,100,0,5
470913,0.75,0,0,100,5,2,0.2,3,100,0,5
479497,0.75,0,0,100,5,2,0.2,3,100,0,5
474532,0.75,0,0,100,5,2,0.2,3,100,0,5
494808,0.75,0,0,100,5,2,0.2,3,100,0,5
494809,0.75,0,0,100,5,2,0.2,3,100,0,5
494810,0.75,0,0,100,5,2,0.2,3,100,0,5
471360,0.75,0,0,100,5,2,0.2,3,100,0,5
478881,0.75,0,0,100,5,2,0.2,3,100,0,5
466136,0.75,0,0,100,5,2,0.2,3,100,0,5
494812,0.75,0,0,100,5,2,0.2,3,100,0,5
480275,0.75,0,0,100,5,2,0.2,3,100,0,5
477983,0.75,0,0,100,5,2,0.2,3,100,0,5
487588,0.75,0,0,100,5,2,0.2,3,100,0,5
497372,0.75,0,0,100,5,2,0.2,3,100,0,5
501592,0.75,0,0,100,5,2,0.2,3,100,0,5
484496,0.75,0,0,100,5,2,0.2,3,100,0,5
495766,0.75,0,0,100,5,2,0.2,3,100,0,5
468167,0.75,0,0,100,5,2,0.2,3,100,0,5
473415,0.75,0,0,100,5,2,0.2,3,100,0,5
484045,0.75,0,0,100,5,2,0.2,3,100,0,5
472840,0.75,0,0,100,5,2,0.2,3,100,0,5
367719,0.75,0,0,100,5,2,0.2,3,100,0,5
295939,0.75,0,0,100,5,2,0.2,3,100,0,5
293859,0.75,0,0,100,5,2,0.2,3,100,0,5
367723,0.75,0,0,100,5,2,0.2,3,100,0,5
293303,0.75,0,0,100,5,2,0.2,3,100,0,5
298375,0.75,0,0,100,5,2,0.2,3,100,0,5
401032,0.75,0,0,100,5,2,0.2,3,100,0,5
410647,0.75,0,0,100,5,2,0.2,3,100,0,5
401473,0.75,0,0,100,5,2,0.2,3,100,0,5
422323,0.75,0,0,100,5,2,0.2,3,100,0,5
399919,0.75,0,0,100,5,2,0.2,3,100,0,5
412273,0.75,0,0,100,5,2,0.2,3,100,0,5
367090,0.75,0,0,100,5,2,0.2,3,100,0,5
364702,0.75,0,0,100,5,2,0.2,3,100,0,5
395000,0.75,0,0,100,5,2,0.2,3,100,0,5
397992,0.75,0,0,100,5,2,0.2,3,100,0,5
370430,0.75,0,0,100,5,2,0.2,3,100,0,5
412134,0.75,0,0,100,5,2,0.2,3,100,0,5
388071,0.75,0,0,100,5,2,0.2,3,100,0,5
387102,0.75,0,0,100,5,2,0.2,3,100,0,5
383288,0.75,0,0,100,5,2,0.2,3,100,0,5
387103,0.75,0,0,100,5,2,0.2,3,100,0,5
444513,0.75,0,0,100,5,2,0.2,3,100,0,5
421034,0.75,0,0,100,5,2,0.2,3,100,0,5
421033,0.75,0,0,100,5,2,0.2,3,100,0,5
418620,0.75,0,0,100,5,2,0.2,3,100,0,5
424278,0.75,0,0,100,5,2,0.2,3,100,0,5
428003,0.75,0,0,100,5,2,0.2,3,100,0,5
432785,0.75,0,0,100,5,2,0.2,3,100,0,5
435035,0.75,0,0,100,5,2,0.2,3,100,0,5
438775,0.75,0,0,100,5,2,0.2,3,100,0,5
465186,0.75,0,0,100,5,2,0.2,3,100,0,5
465183,0.75,0,0,100,5,2,0.2,3,100,0,5
465178,0.75,0,0,100,5,2,0.2,3,100,0,5
445225,0.75,0,0,100,5,2,0.2,3,100,0,5
446602,0.75,0,0,100,5,2,0.2,3,100,0,5
460653,0.75,0,0,100,5,2,0.2,3,100,0,5
452666,0.75,0,0,100,5,2,0.2,3,100,0,5
453308,0.75,0,0,100,5,2,0.2,3,100,0,5
453465,0.75,0,0,100,5,2,0.2,3,100,0,5
524602,0.75,0,0,100,5,2,0.2,3,100,0,5
524598,0.75,0,0,100,5,2,0.2,3,100,0,5
524594,0.75,0,0,100,5,2,0.2,3,100,0,5
465184,0.75,0,0,100,5,2,0.2,3,100,0,5
465185,0.75,0,0,100,5,2,0.2,3,100,0,5
455946,0.75,0,0,100,5,2,0.2,3,100,0,5
432461,0.75,0,0,100,5,2,0.2,3,100,0,5
432467,0.75,0,0,100,5,2,0.2,3,100,0,5
430635,0.75,0,0,100,5,2,0.2,3,100,0,5
430629,0.75,0,0,100,5,2,0.2,3,100,0,5
431979,0.75,0,0,100,5,2,0.2,3,100,0,5
389213,0.75,0,0,100,5,2,0.2,3,100,0,5
389214,0.75,0,0,100,5,2,0.2,3,100,0,5
375594,0.75,0,0,100,5,2,0.2,3,100,0,5
392619,0.75,0,0,100,5,2,0.2,3,100,0,5
412408,0.75,0,0,100,5,2,0.2,3,100,0,5
420348,0.75,0,0,100,5,2,0.2,3,100,0,5
416196,0.75,0,0,100,5,2,0.2,3,100,0,5
522875,0.75,0,0,100,5,2,0.2,3,100,0,5
426822,0.75,0,0,100,5,2,0.2,3,100,0,5
416187,0.75,0,0,100,5,2,0.2,3,100,0,5
450497,0.75,0,0,100,5,2,0.2,3,100,0,5
453109,0.75,0,0,100,5,2,0.2,3,100,0,5
429171,0.75,0,0,100,5,2,0.2,3,100,0,5
441572,0.75,0,0,100,5,2,0.2,3,100,0,5
418171,0.75,0,0,100,5,2,0.2,3,100,0,5
444133,0.75,0,0,100,5,2,0.2,3,100,0,5
522832,0.75,0,0,100,5,2,0.2,3,100,0,5
449216,0.75,0,0,100,5,2,0.2,3,100,0,5
428154,0.75,0,0,100,5,2,0.2,3,100,0,5
417373,0.75,0,0,100,5,2,0.2,3,100,0,5
454114,0.75,0,0,100,5,2,0.2,3,100,0,5
423284,0.75,0,0,100,5,2,0.2,3,100,0,5
522823,0.75,0,0,100,5,2,0.2,3,100,0,5
522833,0.75,0,0,100,5,2,0.2,3,100,0,5
453111,0.75,0,0,100,5,2,0.2,3,100,0,5
524616,0.75,0,0,100,5,2,0.2,3,100,0,5
423420,0.75,0,0,100,5,2,0.2,3,100,0,5
522828,0.75,0,0,100,5,2,0.2,3,100,0,5
522830,0.75,0,0,100,5,2,0.2,3,100,0,5
444515,0.75,0,0,100,5,2,0.2,3,100,0,5
522831,0.75,0,0,100,5,2,0.2,3,100,0,5
522824,0.75,0,0,100,5,2,0.2,3,100,0,5
451476,0.75,0,0,100,5,2,0.2,3,100,0,5
455754,0.75,0,0,100,5,2,0.2,3,100,0,5
457465,0.75,0,0,100,5,2,0.2,3,100,0,5
462694,0.75,0,0,100,5,2,0.2,3,100,0,5
455458,0.75,0,0,100,5,2,0.2,3,100,0,5
457605,0.75,0,0,100,5,2,0.2,3,100,0,5
457602,0.75,0,0,100,5,2,0.2,3,100,0,5
270455,0.75,0,0,100,5,2,0.2,3,100,0,5
267568,0.75,0,0,100,5,2,0.2,3,100,0,5
266074,0.75,0,0,100,5,2,0.2,3,100,0,5
310374,0.75,0,0,100,5,2,0.2,3,100,0,5
292665,0.75,0,0,100,5,2,0.2,3,100,0,5
269279,0.75,0,0,100,5,2,0.2,3,100,0,5
307080,0.75,0,0,100,5,2,0.2,3,100,0,5
307083,0.75,0,0,100,5,2,0.2,3,100,0,5
459447,0.75,0,0,100,5,2,0.2,3,100,0,5
475505,0.75,0,0,100,5,2,0.2,3,100,0,5
480925,0.75,0,0,100,5,2,0.2,3,100,0,5
475845,0.75,0,0,100,5,2,0.2,3,100,0,5
483846,0.75,0,0,100,5,2,0.2,3,100,0,5
465825,0.75,0,0,100,5,2,0.2,3,100,0,5
522772,0.75,0,0,100,5,2,0.2,3,100,0,5
473797,0.75,0,0,100,5,2,0.2,3,100,0,5
522791,0.75,0,0,100,5,2,0.2,3,100,0,5
475007,0.75,0,0,100,5,2,0.2,3,100,0,5
472525,0.75,0,0,100,5,2,0.2,3,100,0,5
475348,0.75,0,0,100,5,2,0.2,3,100,0,5
522741,0.75,0,0,100,5,2,0.2,3,100,0,5
486022,0.75,0,0,100,5,2,0.2,3,100,0,5
522787,0.75,0,0,100,5,2,0.2,3,100,0,5
465828,0.75,0,0,100,5,2,0.2,3,100,0,5
473434,0.75,0,0,100,5,2,0.2,3,100,0,5
522784,0.75,0,0,100,5,2,0.2,3,100,0,5
522742,0.75,0,0,100,5,2,0.2,3,100,0,5
522798,0.75,0,0,100,5,2,0.2,3,100,0,5
522783,0.75,0,0,100,5,2,0.2,3,100,0,5
522776,0.75,0,0,100,5,2,0.2,3,100,0,5
480615,0.75,0,0,100,5,2,0.2,3,100,0,5
460352,0.75,0,0,100,5,2,0.2,3,100,0,5
522804,0.75,0,0,100,5,2,0.2,3,100,0,5
485466,0.75,0,0,100,5,2,0.2,3,100,0,5
522806,0.75,0,0,100,5,2,0.2,3,100,0,5
477765,0.75,0,0,100,5,2,0.2,3,100,0,5
499940,0.75,0,0,100,5,2,0.2,3,100,0,5
499941,0.75,0,0,100,5,2,0.2,3,100,0,5
499942,0.75,0,0,100,5,2,0.2,3,100,0,5
500087,0.75,0,0,100,5,2,0.2,3,100,0,5
500088,0.75,0,0,100,5,2,0.2,3,100,0,5
500089,0.75,0,0,100,5,2,0.2,3,100,0,5
500090,0.75,0,0,100,5,2,0.2,3,100,0,5
500091,0.75,0,0,100,5,2,0.2,3,100,0,5
500092,0.75,0,0,100,5,2,0.2,3,100,0,5
500093,0.75,0,0,100,5,2,0.2,3,100,0,5
500098,0.75,0,0,100,5,2,0.2,3,100,0,5
500099,0.75,0,0,100,5,2,0.2,3,100,0,5
500100,0.75,0,0,100,5,2,0.2,3,100,0,5
500101,0.75,0,0,100,5,2,0.2,3,100,0,5
500102,0.75,0,0,100,5,2,0.2,3,100,0,5
500103,0.75,0,0,100,5,2,0.2,3,100,0,5
500104,0.75,0,0,100,5,2,0.2,3,100,0,5
500105,0.75,0,0,100,5,2,0.2,3,100,0,5
500106,0.75,0,0,100,5,2,0.2,3,100,0,5
500107,0.75,0,0,100,5,2,0.2,3,100,0,5
500108,0.75,0,0,100,5,2,0.2,3,100,0,5
500109,0.75,0,0,100,5,2,0.2,3,100,0,5
500253,0.75,0,0,100,5,2,0.2,3,100,0,5
500254,0.75,0,0,100,5,2,0.2,3,100,0,5
500255,0.75,0,0,100,5,2,0.2,3,100,0,5
500256,0.75,0,0,100,5,2,0.2,3,100,0,5
500257,0.75,0,0,100,5,2,0.2,3,100,0,5
500258,0.75,0,0,100,5,2,0.2,3,100,0,5
500259,0.75,0,0,100,5,2,0.2,3,100,0,5
500260,0.75,0,0,100,5,2,0.2,3,100,0,5
500261,0.75,0,0,100,5,2,0.2,3,100,0,5
500262,0.75,0,0,100,5,2,0.2,3,100,0,5
500264,0.75,0,0,100,5,2,0.2,3,100,0,5
500265,0.75,0,0,100,5,2,0.2,3,100,0,5
500266,0.75,0,0,100,5,2,0.2,3,100,0,5
500267,0.75,0,0,100,5,2,0.2,3,100,0,5
500425,0.75,0,0,100,5,2,0.2,3,100,0,5
500426,0.75,0,0,100,5,2,0.2,3,100,0,5
500427,0.75,0,0,100,5,2,0.2,3,100,0,5
500428,0.75,0,0,100,5,2,0.2,3,100,0,5
500429,0.75,0,0,100,5,2,0.2,3,100,0,5
500434,0.75,0,0,100,5,2,0.2,3,100,0,5
500435,0.75,0,0,100,5,2,0.2,3,100,0,5
500436,0.75,0,0,100,5,2,0.2,3,100,0,5
500437,0.75,0,0,100,5,2,0.2,3,100,0,5
500438,0.75,0,0,100,5,2,0.2,3,100,0,5
500439,0.75,0,0,100,5,2,0.2,3,100,0,5
500440,0.75,0,0,100,5,2,0.2,3,100,0,5
500441,0.75,0,0,100,5,2,0.2,3,100,0,5
500442,0.75,0,0,100,5,2,0.2,3,100,0,5
500443,0.75,0,0,100,5,2,0.2,3,100,0,5
500445,0.75,0,0,100,5,2,0.2,3,100,0,5
500571,0.75,0,0,100,5,2,0.2,3,100,0,5
500572,0.75,0,0,100,5,2,0.2,3,100,0,5
500573,0.75,0,0,100,5,2,0.2,3,100,0,5
500574,0.75,0,0,100,5,2,0.2,3,100,0,5
500575,0.75,0,0,100,5,2,0.2,3,100,0,5
500576,0.75,0,0,100,5,2,0.2,3,100,0,5
500577,0.75,0,0,100,5,2,0.2,3,100,0,5
500578,0.75,0,0,100,5,2,0.2,3,100,0,5
500579,0.75,0,0,100,5,2,0.2,3,100,0,5
500580,0.75,0,0,100,5,2,0.2,3,100,0,5
500581,0.75,0,0,100,5,2,0.2,3,100,0,5
500582,0.75,0,0,100,5,2,0.2,3,100,0,5
500583,0.75,0,0,100,5,2,0.2,3,100,0,5
500776,0.75,0,0,100,5,2,0.2,3,100,0,5
500777,0.75,0,0,100,5,2,0.2,3,100,0,5
500778,0.75,0,0,100,5,2,0.2,3,100,0,5
500779,0.75,0,0,100,5,2,0.2,3,100,0,5
500780,0.75,0,0,100,5,2,0.2,3,100,0,5
500781,0.75,0,0,100,5,2,0.2,3,100,0,5
500782,0.75,0,0,100,5,2,0.2,3,100,0,5
500783,0.75,0,0,100,5,2,0.2,3,100,0,5
500784,0.75,0,0,100,5,2,0.2,3,100,0,5
500785,0.75,0,0,100,5,2,0.2,3,100,0,5
500786,0.75,0,0,100,5,2,0.2,3,100,0,5
500787,0.75,0,0,100,5,2,0.2,3,100,0,5
500794,0.75,0,0,100,5,2,0.2,3,100,0,5
500795,0.75,0,0,100,5,2,0.2,3,100,0,5
500972,0.75,0,0,100,5,2,0.2,3,100,0,5
500973,0.75,0,0,100,5,2,0.2,3,100,0,5
500974,0.75,0,0,100,5,2,0.2,3,100,0,5
500975,0.75,0,0,100,5,2,0.2,3,100,0,5
500976,0.75,0,0,100,5,2,0.2,3,100,0,5
500977,0.75,0,0,100,5,2,0.2,3,100,0,5
500978,0.75,0,0,100,5,2,0.2,3,100,0,5
500979,0.75,0,0,100,5,2,0.2,3,100,0,5
500980,0.75,0,0,100,5,2,0.2,3,100,0,5
500981,0.75,0,0,100,5,2,0.2,3,100,0,5
500982,0.75,0,0,100,5,2,0.2,3,100,0,5
500984,0.75,0,0,100,5,2,0.2,3,100,0,5
500985,0.75,0,0,100,5,2,0.2,3,100,0,5
500986,0.75,0,0,100,5,2,0.2,3,100,0,5
500987,0.75,0,0,100,5,2,0.2,3,100,0,5
500989,0.75,0,0,100,5,2,0.2,3,100,0,5
500990,0.75,0,0,100,5,2,0.2,3,100,0,5
500991,0.75,0,0,100,5,2,0.2,3,100,0,5
500992,0.75,0,0,100,5,2,0.2,3,100,0,5
500993,0.75,0,0,100,5,2,0.2,3,100,0,5
500994,0.75,0,0,100,5,2,0.2,3,100,0,5
500995,0.75,0,0,100,5,2,0.2,3,100,0,5
500996,0.75,0,0,100,5,2,0.2,3,100,0,5
500997,0.75,0,0,100,5,2,0.2,3,100,0,5
500998,0.75,0,0,100,5,2,0.2,3,100,0,5
500999,0.75,0,0,100,5,2,0.2,3,100,0,5
501000,0.75,0,0,100,5,2,0.2,3,100,0,5
501001,0.75,0,0,100,5,2,0.2,3,100,0,5
501002,0.75,0,0,100,5,2,0.2,3,100,0,5
501003,0.75,0,0,100,5,2,0.2,3,100,0,5
501004,0.75,0,0,100,5,2,0.2,3,100,0,5
501005,0.75,0,0,100,5,2,0.2,3,100,0,5
501123,0.75,0,0,100,5,2,0.2,3,100,0,5
501124,0.75,0,0,100,5,2,0.2,3,100,0,5
501125,0.75,0,0,100,5,2,0.2,3,100,0,5
501126,0.75,0,0,100,5,2,0.2,3,100,0,5
501127,0.75,0,0,100,5,2,0.2,3,100,0,5
501128,0.75,0,0,100,5,2,0.2,3,100,0,5
501129,0.75,0,0,100,5,2,0.2,3,100,0,5
501130,0.75,0,0,100,5,2,0.2,3,100,0,5
501131,0.75,0,0,100,5,2,0.2,3,100,0,5
501132,0.75,0,0,100,5,2,0.2,3,100,0,5
501262,0.75,0,0,100,5,2,0.2,3,100,0,5
501263,0.75,0,0,100,5,2,0.2,3,100,0,5
501264,0.75,0,0,100,5,2,0.2,3,100,0,5
501265,0.75,0,0,100,5,2,0.2,3,100,0,5
501266,0.75,0,0,100,5,2,0.2,3,100,0,5
501267,0.75,0,0,100,5,2,0.2,3,100,0,5
501268,0.75,0,0,100,5,2,0.2,3,100,0,5
501269,0.75,0,0,100,5,2,0.2,3,100,0,5
501270,0.75,0,0,100,5,2,0.2,3,100,0,5
501271,0.75,0,0,100,5,2,0.2,3,100,0,5
501272,0.75,0,0,100,5,2,0.2,3,100,0,5
501273,0.75,0,0,100,5,2,0.2,3,100,0,5
501274,0.75,0,0,100,5,2,0.2,3,100,0,5
501275,0.75,0,0,100,5,2,0.2,3,100,0,5
501277,0.75,0,0,100,5,2,0.2,3,100,0,5
501278,0.75,0,0,100,5,2,0.2,3,100,0,5
501279,0.75,0,0,100,5,2,0.2,3,100,0,5
501280,0.75,0,0,100,5,2,0.2,3,100,0,5
501281,0.75,0,0,100,5,2,0.2,3,100,0,5
501440,0.75,0,0,100,5,2,0.2,3,100,0,5
501441,0.75,0,0,100,5,2,0.2,3,100,0,5
501442,0.75,0,0,100,5,2,0.2,3,100,0,5
501443,0.75,0,0,100,5,2,0.2,3,100,0,5
501444,0.75,0,0,100,5,2,0.2,3,100,0,5
501445,0.75,0,0,100,5,2,0.2,3,100,0,5
