link_id,river_velocity1,lambda1,lambda2,max_storage,infiltration,percolation,surface_velocity,tr_subsurface,tr_groundwater,temp_threshold,melt_factor
413643,0.75,0,0,100,5,2,0.2,3,100,0,5
440443,0.75,0,0,100,5,2,0.2,3,100,0,5
461679,0.75,0,0,100,5,2,0.2,3,100,0,5
425252,0.75,0,0,100,5,2,0.2,3,100,0,5
449967,0.75,0,0,100,5,2,0.2,3,100,0,5
449968,0.75,0,0,100,5,2,0.2,3,100,0,5
425249,0.75,0,0,100,5,2,0.2,3,100,0,5
424754,0.75,0,0,100,5,2,0.2,3,100,0,5
433449,0.75,0,0,100,5,2,0.2,3,100,0,5
425099,0.75,0,0,100,5,2,0.2,3,100,0,5
448115,0.75,0,0,100,5,2,0.2,3,100,0,5
442035,0.75,0,0,100,5,2,0.2,3,100,0,5
427988,0.75,0,0,100,5,2,0.2,3,100,0,5
449970,0.75,0,0,100,5,2,0.2,3,100,0,5
429596,0.75,0,0,100,5,2,0.2,3,100,0,5
419310,0.75,0,0,100,5,2,0.2,3,100,0,5
441254,0.75,0,0,100,5,2,0.2,3,100,0,5
436505,0.75,0,0,100,5,2,0.2,3,100,0,5
427482,0.75,0,0,100,5,2,0.2,3,100,0,5
437031,0.75,0,0,100,5,2,0.2,3,100,0,5
437032,0.75,0,0,100,5,2,0.2,3,100,0,5
413786,0.75,0,0,100,5,2,0.2,3,100,0,5
422529,0.75,0,0,100,5,2,0.2,3,100,0,5
437033,0.75,0,0,100,5,2,0.2,3,100,0,5
441861,0.75,0,0,100,5,2,0.2,3,100,0,5
426433,0.75,0,0,100,5,2,0.2,3,100,0,5
434714,0.75,0,0,100,5,2,0.2,3,100,0,5
446743,0.75,0,0,100,5,2,0.2,3,100,0,5
415080,0.75,0,0,100,5,2,0.2,3,100,0,5
445217,0.75,0,0,100,5,2,0.2,3,100,0,5
445216,0.75,0,0,100,5,2,0.2,3,100,0,5
443815,0.75,0,0,100,5,2,0.2,3,100,0,5
432299,0.75,0,0,100,5,2,0.2,3,100,0,5
433592,0.75,0,0,100,5,2,0.2,3,100,0,5
448893,0.75,0,0,100,5,2,0.2,3,100,0,5
422972,0.75,0,0,100,5,2,0.2,3,100,0,5
445212,0.75,0,0,100,5,2,0.2,3,100,0,5
413332,0.75,0,0,100,5,2,0.2,3,100,0,5
442507,0.75,0,0,100,5,2,0.2,3,100,0,5
421011,0.75,0,0,100,5,2,0.2,3,100,0,5
455740,0.75,0,0,100,5,2,0.2,3,100,0,5
459588,0.75,0,0,100,5,2,0.2,3,100,0,5
430646,0.75,0,0,100,5,2,0.2,3,100,0,5
430141,0.75,0,0,100,5,2,0.2,3,100,0,5
414934,0.75,0,0,100,5,2,0.2,3,100,0,5
417639,0.75,0,0,100,5,2,0.2,3,100,0,5
440651,0.75,0,0,100,5,2,0.2,3,100,0,5
435006,0.75,0,0,100,5,2,0.2,3,100,0,5
425693,0.75,0,0,100,5,2,0.2,3,100,0,5
457021,0.75,0,0,100,5,2,0.2,3,100,0,5
437479,0.75,0,0,100,5,2,0.2,3,100,0,5
437482,0.75,0,0,100,5,2,0.2,3,100,0,5
450189,0.75,0,0,100,5,2,0.2,3,100,0,5
427293,0.75,0,0,100,5,2,0.2,3,100,0,5
430647,0.75,0,0,100,5,2,0.2,3,100,0,5
447637,0.75,0,0,100,5,2,0.2,3,100,0,5
424642,0.75,0,0,100,5,2,0.2,3,100,0,5
447634,0.75,0,0,100,5,2,0.2,3,100,0,5
434869,0.75,0,0,100,5,2,0.2,3,100,0,5
431852,0.75,0,0,100,5,2,0.2,3,100,0,5
446133,0.75,0,0,100,5,2,0.2,3,100,0,5
436885,0.75,0,0,100,5,2,0.2,3,100,0,5
433698,0.75,0,0,100,5,2,0.2,3,100,0,5
429885,0.75,0,0,100,5,2,0.2,3,100,0,5
414395,0.75,0,0,100,5,2,0.2,3,100,0,5
414784,0.75,0,0,100,5,2,0.2,3,100,0,5
430648,0.75,0,0,100,5,2,0.2,3,100,0,5
417082,0.75,0,0,100,5,2,0.2,3,100,0,5
451649,0.75,0,0,100,5,2,0.2,3,100,0,5
430995,0.75,0,0,100,5,2,0.2,3,100,0,5
442826,0.75,0,0,100,5,2,0.2,3,100,0,5
439487,0.75,0,0,100,5,2,0.2,3,100,0,5
444649,0.75,0,0,100,5,2,0.2,3,100,0,5
434177,0.75,0,0,100,5,2,0.2,3,100,0,5
434176,0.75,0,0,100,5,2,0.2,3,100,0,5
427144,0.75,0,0,100,5,2,0.2,3,100,0,5
432132,0.75,0,0,100,5,2,0.2,3,100,0,5
460800,0.75,0,0,100,5,2,0.2,3,100,0,5
425399,0.75,0,0,100,5,2,0.2,3,100,0,5
433833,0.75,0,0,100,5,2,0.2,3,100,0,5
458482,0.75,0,0,100,5,2,0.2,3,100,0,5
424643,0.75,0,0,100,5,2,0.2,3,100,0,5
432304,0.75,0,0,100,5,2,0.2,3,100,0,5
458481,0.75,0,0,100,5,2,0.2,3,100,0,5
450608,0.75,0,0,100,5,2,0.2,3,100,0,5
415600,0.75,0,0,100,5,2,0.2,3,100,0,5
436365,0.75,0,0,100,5,2,0.2,3,100,0,5
427017,0.75,0,0,100,5,2,0.2,3,100,0,5
430652,0.75,0,0,100,5,2,0.2,3,100,0,5
442950,0.75,0,0,100,5,2,0.2,3,100,0,5
448751,0.75,0,0,100,5,2,0.2,3,100,0,5
430470,0.75,0,0,100,5,2,0.2,3,100,0,5
444238,0.75,0,0,100,5,2,0.2,3,100,0,5
438428,0.75,0,0,100,5,2,0.2,3,100,0,5
438433,0.75,0,0,100,5,2,0.2,3,100,0,5
442234,0.75,0,0,100,5,2,0.2,3,100,0,5
444121,0.75,0,0,100,5,2,0.2,3,100,0,5
456267,0.75,0,0,100,5,2,0.2,3,100,0,5
444504,0.75,0,0,100,5,2,0.2,3,100,0,5
451165,0.75,0,0,100,5,2,0.2,3,100,0,5
431676,0.75,0,0,100,5,2,0.2,3,100,0,5
416171,0.75,0,0,100,5,2,0.2,3,100,0,5
418297,0.75,0,0,100,5,2,0.2,3,100,0,5
425690,0.75,0,0,100,5,2,0.2,3,100,0,5
436858,0.75,0,0,100,5,2,0.2,3,100,0,5
420649,0.75,0,0,100,5,2,0.2,3,100,0,5
418475,0.75,0,0,100,5,2,0.2,3,100,0,5
418472,0.75,0,0,100,5,2,0.2,3,100,0,5
436862,0.75,0,0,100,5,2,0.2,3,100,0,5
436679,0.75,0,0,100,5,2,0.2,3,100,0,5
432136,0.75,0,0,100,5,2,0.2,3,100,0,5
419815,0.75,0,0,100,5,2,0.2,3,100,0,5
416173,0.75,0,0,100,5,2,0.2,3,100,0,5
421695,0.75,0,0,100,5,2,0.2,3,100,0,5
430642,0.75,0,0,100,5,2,0.2,3,100,0,5
442948,0.75,0,0,100,5,2,0.2,3,100,0,5
422970,0.75,0,0,100,5,2,0.2,3,100,0,5
417359,0.75,0,0,100,5,2,0.2,3,100,0,5
427484,0.75,0,0,100,5,2,0.2,3,100,0,5
432455,0.75,0,0,100,5,2,0.2,3,100,0,5
430862,0.75,0,0,100,5,2,0.2,3,100,0,5
418301,0.75,0,0,100,5,2,0.2,3,100,0,5
428455,0.75,0,0,100,5,2,0.2,3,100,0,5
424474,0.75,0,0,100,5,2,0.2,3,100,0,5
417647,0.75,0,0,100,5,2,0.2,3,100,0,5
465195,0.75,0,0,100,5,2,0.2,3,100,0,5
459288,0.75,0,0,100,5,2,0.2,3,100,0,5
461142,0.75,0,0,100,5,2,0.2,3,100,0,5
461141,0.75,0,0,100,5,2,0.2,3,100,0,5
427624,0.75,0,0,100,5,2,0.2,3,100,0,5
453940,0.75,0,0,100,5,2,0.2,3,100,0,5
455311,0.75,0,0,100,5,2,0.2,3,100,0,5
454646,0.75,0,0,100,5,2,0.2,3,100,0,5
460510,0.75,0,0,100,5,2,0.2,3,100,0,5
463429,0.75,0,0,100,5,2,0.2,3,100,0,5
461406,0.75,0,0,100,5,2,0.2,3,100,0,5
427803,0.75,0,0,100,5,2,0.2,3,100,0,5
431214,0.75,0,0,100,5,2,0.2,3,100,0,5
464452,0.75,0,0,100,5,2,0.2,3,100,0,5
449496,0.75,0,0,100,5,2,0.2,3,100,0,5
427149,0.75,0,0,100,5,2,0.2,3,100,0,5
458172,0.75,0,0,100,5,2,0.2,3,100,0,5
457769,0.75,0,0,100,5,2,0.2,3,100,0,5
430319,0.75,0,0,100,5,2,0.2,3,100,0,5
430479,0.75,0,0,100,5,2,0.2,3,100,0,5
455940,0.75,0,0,100,5,2,0.2,3,100,0,5
448753,0.75,0,0,100,5,2,0.2,3,100,0,5
457920,0.75,0,0,100,5,2,0.2,3,100,0,5
422291,0.75,0,0,100,5,2,0.2,3,100,0,5
434880,0.75,0,0,100,5,2,0.2,3,100,0,5
420115,0.75,0,0,100,5,2,0.2,3,100,0,5
440448,0.75,0,0,100,5,2,0.2,3,100,0,5
456748,0.75,0,0,100,5,2,0.2,3,100,0,5
447236,0.75,0,0,100,5,2,0.2,3,100,0,5
453779,0.75,0,0,100,5,2,0.2,3,100,0,5
454090,0.75,0,0,100,5,2,0.2,3,100,0,5
429887,0.75,0,0,100,5,2,0.2,3,100,0,5
463261,0.75,0,0,100,5,2,0.2,3,100,0,5
451838,0.75,0,0,100,5,2,0.2,3,100,0,5
448614,0.75,0,0,100,5,2,0.2,3,100,0,5
413787,0.75,0,0,100,5,2,0.2,3,100,0,5
427153,0.75,0,0,100,5,2,0.2,3,100,0,5
426798,0.75,0,0,100,5,2,0.2,3,100,0,5
442235,0.75,0,0,100,5,2,0.2,3,100,0,5
415756,0.75,0,0,100,5,2,0.2,3,100,0,5
414126,0.75,0,0,100,5,2,0.2,3,100,0,5
441705,0.75,0,0,100,5,2,0.2,3,100,0,5
440276,0.75,0,0,100,5,2,0.2,3,100,0,5
415083,0.75,0,0,100,5,2,0.2,3,100,0,5
425572,0.75,0,0,100,5,2,0.2,3,100,0,5
421365,0.75,0,0,100,5,2,0.2,3,100,0,5
432489,0.75,0,0,100,5,2,0.2,3,100,0,5
436237,0.75,0,0,100,5,2,0.2,3,100,0,5
429607,0.75,0,0,100,5,2,0.2,3,100,0,5
416712,0.75,0,0,100,5,2,0.2,3,100,0,5
429892,0.75,0,0,100,5,2,0.2,3,100,0,5
465169,0.75,0,0,100,5,2,0.2,3,100,0,5
442686,0.75,0,0,100,5,2,0.2,3,100,0,5
443499,0.75,0,0,100,5,2,0.2,3,100,0,5
427631,0.75,0,0,100,5,2,0.2,3,100,0,5
465212,0.75,0,0,100,5,2,0.2,3,100,0,5
462472,0.75,0,0,100,5,2,0.2,3,100,0,5
458490,0.75,0,0,100,5,2,0.2,3,100,0,5
465210,0.75,0,0,100,5,2,0.2,3,100,0,5
441716,0.75,0,0,100,5,2,0.2,3,100,0,5
440653,0.75,0,0,100,5,2,0.2,3,100,0,5
424277,0.75,0,0,100,5,2,0.2,3,100,0,5
418162,0.75,0,0,100,5,2,0.2,3,100,0,5
424652,0.75,0,0,100,5,2,0.2,3,100,0,5
424482,0.75,0,0,100,5,2,0.2,3,100,0,5
441260,0.75,0,0,100,5,2,0.2,3,100,0,5
415604,0.75,0,0,100,5,2,0.2,3,100,0,5
413651,0.75,0,0,100,5,2,0.2,3,100,0,5
465165,0.75,0,0,100,5,2,0.2,3,100,0,5
457026,0.75,0,0,100,5,2,0.2,3,100,0,5
416383,0.75,0,0,100,5,2,0.2,3,100,0,5
458037,0.75,0,0,100,5,2,0.2,3,100,0,5
451839,0.75,0,0,100,5,2,0.2,3,100,0,5
420522,0.75,0,0,100,5,2,0.2,3,100,0,5
420653,0.75,0,0,100,5,2,0.2,3,100,0,5
459299,0.75,0,0,100,5,2,0.2,3,100,0,5
417209,0.75,0,0,100,5,2,0.2,3,100,0,5
465199,0.75,0,0,100,5,2,0.2,3,100,0,5
427996,0.75,0,0,100,5,2,0.2,3,100,0,5
422832,0.75,0,0,100,5,2,0.2,3,100,0,5
433285,0.75,0,0,100,5,2,0.2,3,100,0,5
421871,0.75,0,0,100,5,2,0.2,3,100,0,5
451174,0.75,0,0,100,5,2,0.2,3,100,0,5
422542,0.75,0,0,100,5,2,0.2,3,100,0,5
425568,0.75,0,0,100,5,2,0.2,3,100,0,5
465200,0.75,0,0,100,5,2,0.2,3,100,0,5
446445,0.75,0,0,100,5,2,0.2,3,100,0,5
449628,0.75,0,0,100,5,2,0.2,3,100,0,5
458962,0.75,0,0,100,5,2,0.2,3,100,0,5
417362,0.75,0,0,100,5,2,0.2,3,100,0,5
448462,0.75,0,0,100,5,2,0.2,3,100,0,5
413654,0.75,0,0,100,5,2,0.2,3,100,0,5
461681,0.75,0,0,100,5,2,0.2,3,100,0,5
448294,0.75,0,0,100,5,2,0.2,3,100,0,5
455081,0.75,0,0,100,5,2,0.2,3,100,0,5
425085,0.75,0,0,100,5,2,0.2,3,100,0,5
425079,0.75,0,0,100,5,2,0.2,3,100,0,5
455091,0.75,0,0,100,5,2,0.2,3,100,0,5
457630,0.75,0,0,100,5,2,0.2,3,100,0,5
457156,0.75,0,0,100,5,2,0.2,3,100,0,5
459297,0.75,0,0,100,5,2,0.2,3,100,0,5
459320,0.75,0,0,100,5,2,0.2,3,100,0,5
430645,0.75,0,0,100,5,2,0.2,3,100,0,5
421019,0.75,0,0,100,5,2,0.2,3,100,0,5
459443,0.75,0,0,100,5,2,0.2,3,100,0,5
465193,0.75,0,0,100,5,2,0.2,3,100,0,5
446744,0.75,0,0,100,5,2,0.2,3,100,0,5
446910,0.75,0,0,100,5,2,0.2,3,100,0,5
446913,0.75,0,0,100,5,2,0.2,3,100,0,5
463866,0.75,0,0,100,5,2,0.2,3,100,0,5
458173,0.75,0,0,100,5,2,0.2,3,100,0,5
463262,0.75,0,0,100,5,2,0.2,3,100,0,5
459716,0.75,0,0,100,5,2,0.2,3,100,0,5
459718,0.75,0,0,100,5,2,0.2,3,100,0,5
430315,0.75,0,0,100,5,2,0.2,3,100,0,5
447092,0.75,0,0,100,5,2,0.2,3,100,0,5
459868,0.75,0,0,100,5,2,0.2,3,100,0,5
459869,0.75,0,0,100,5,2,0.2,3,100,0,5
459870,0.75,0,0,100,5,2,0.2,3,100,0,5
446135,0.75,0,0,100,5,2,0.2,3,100,0,5
422289,0.75,0,0,100,5,2,0.2,3,100,0,5
465807,0.75,0,0,100,5,2,0.2,3,100,0,5
446443,0.75,0,0,100,5,2,0.2,3,100,0,5
419947,0.75,0,0,100,5,2,0.2,3,100,0,5
444647,0.75,0,0,100,5,2,0.2,3,100,0,5
473017,0.75,0,0,100,5,2,0.2,3,100,0,5
473018,0.75,0,0,100,5,2,0.2,3,100,0,5
444653,0.75,0,0,100,5,2,0.2,3,100,0,5
444664,0.75,0,0,100,5,2,0.2,3,100,0,5
451471,0.75,0,0,100,5,2,0.2,3,100,0,5
445729,0.75,0,0,100,5,2,0.2,3,100,0,5
432473,0.75,0,0,100,5,2,0.2,3,100,0,5
423873,0.75,0,0,100,5,2,0.2,3,100,0,5
460343,0.75,0,0,100,5,2,0.2,3,100,0,5
447348,0.75,0,0,100,5,2,0.2,3,100,0,5
460651,0.75,0,0,100,5,2,0.2,3,100,0,5
460652,0.75,0,0,100,5,2,0.2,3,100,0,5
425403,0.75,0,0,100,5,2,0.2,3,100,0,5
425401,0.75,0,0,100,5,2,0.2,3,100,0,5
445568,0.75,0,0,100,5,2,0.2,3,100,0,5
450491,0.75,0,0,100,5,2,0.2,3,100,0,5
442828,0.75,0,0,100,5,2,0.2,3,100,0,5
450489,0.75,0,0,100,5,2,0.2,3,100,0,5
447511,0.75,0,0,100,5,2,0.2,3,100,0,5
460948,0.75,0,0,100,5,2,0.2,3,100,0,5
460949,0.75,0,0,100,5,2,0.2,3,100,0,5
417044,0.75,0,0,100,5,2,0.2,3,100,0,5
428629,0.75,0,0,100,5,2,0.2,3,100,0,5
419661,0.75,0,0,100,5,2,0.2,3,100,0,5
447779,0.75,0,0,100,5,2,0.2,3,100,0,5
419662,0.75,0,0,100,5,2,0.2,3,100,0,5
394999,0.75,0,0,100,5,2,0.2,3,100,0,5
395005,0.75,0,0,100,5,2,0.2,3,100,0,5
415752,0.75,0,0,100,5,2,0.2,3,100,0,5
443952,0.75,0,0,100,5,2,0.2,3,100,0,5
443817,0.75,0,0,100,5,2,0.2,3,100,0,5
443813,0.75,0,0,100,5,2,0.2,3,100,0,5
414933,0.75,0,0,100,5,2,0.2,3,100,0,5
415989,0.75,0,0,100,5,2,0.2,3,100,0,5
430861,0.75,0,0,100,5,2,0.2,3,100,0,5
463107,0.75,0,0,100,5,2,0.2,3,100,0,5
414785,0.75,0,0,100,5,2,0.2,3,100,0,5
432631,0.75,0,0,100,5,2,0.2,3,100,0,5
424275,0.75,0,0,100,5,2,0.2,3,100,0,5
448755,0.75,0,0,100,5,2,0.2,3,100,0,5
462700,0.75,0,0,100,5,2,0.2,3,100,0,5
462697,0.75,0,0,100,5,2,0.2,3,100,0,5
463557,0.75,0,0,100,5,2,0.2,3,100,0,5
449974,0.75,0,0,100,5,2,0.2,3,100,0,5
456101,0.75,0,0,100,5,2,0.2,3,100,0,5
458484,0.75,0,0,100,5,2,0.2,3,100,0,5
451834,0.75,0,0,100,5,2,0.2,3,100,0,5
454310,0.75,0,0,100,5,2,0.2,3,100,0,5
465191,0.75,0,0,100,5,2,0.2,3,100,0,5
441714,0.75,0,0,100,5,2,0.2,3,100,0,5
448900,0.75,0,0,100,5,2,0.2,3,100,0,5
456271,0.75,0,0,100,5,2,0.2,3,100,0,5
445205,0.75,0,0,100,5,2,0.2,3,100,0,5
424273,0.75,0,0,100,5,2,0.2,3,100,0,5
444655,0.75,0,0,100,5,2,0.2,3,100,0,5
447350,0.75,0,0,100,5,2,0.2,3,100,0,5
445351,0.75,0,0,100,5,2,0.2,3,100,0,5
432466,0.75,0,0,100,5,2,0.2,3,100,0,5
452334,0.75,0,0,100,5,2,0.2,3,100,0,5
446920,0.75,0,0,100,5,2,0.2,3,100,0,5
451303,0.75,0,0,100,5,2,0.2,3,100,0,5
454088,0.75,0,0,100,5,2,0.2,3,100,0,5
451176,0.75,0,0,100,5,2,0.2,3,100,0,5
435155,0.75,0,0,100,5,2,0.2,3,100,0,5
421026,0.75,0,0,100,5,2,0.2,3,100,0,5
451023,0.75,0,0,100,5,2,0.2,3,100,0,5
438259,0.75,0,0,100,5,2,0.2,3,100,0,5
431849,0.75,0,0,100,5,2,0.2,3,100,0,5
447349,0.75,0,0,100,5,2,0.2,3,100,0,5
445571,0.75,0,0,100,5,2,0.2,3,100,0,5
442048,0.75,0,0,100,5,2,0.2,3,100,0,5
436865,0.75,0,0,100,5,2,0.2,3,100,0,5
461840,0.75,0,0,100,5,2,0.2,3,100,0,5
450496,0.75,0,0,100,5,2,0.2,3,100,0,5
455079,0.75,0,0,100,5,2,0.2,3,100,0,5
417056,0.75,0,0,100,5,2,0.2,3,100,0,5
450495,0.75,0,0,100,5,2,0.2,3,100,0,5
464454,0.75,0,0,100,5,2,0.2,3,100,0,5
460342,0.75,0,0,100,5,2,0.2,3,100,0,5
451302,0.75,0,0,100,5,2,0.2,3,100,0,5
430476,0.75,0,0,100,5,2,0.2,3,100,0,5
447509,0.75,0,0,100,5,2,0.2,3,100,0,5
448296,0.75,0,0,100,5,2,0.2,3,100,0,5
454914,0.75,0,0,100,5,2,0.2,3,100,0,5
504407,0.75,0,0,100,5,2,0.2,3,100,0,5
422975,0.75,0,0,100,5,2,0.2,3,100,0,5
504410,0.75,0,0,100,5,2,0.2,3,100,0,5
457631,0.75,0,0,100,5,2,0.2,3,100,0,5
524609,0.75,0,0,100,5,2,0.2,3,100,0,5
434715,0.75,0,0,100,5,2,0.2,3,100,0,5
450358,0.75,0,0,100,5,2,0.2,3,100,0,5
446301,0.75,0,0,100,5,2,0.2,3,100,0,5
447514,0.75,0,0,100,5,2,0.2,3,100,0,5
421023,0.75,0,0,100,5,2,0.2,3,100,0,5
459292,0.75,0,0,100,5,2,0.2,3,100,0,5
440291,0.75,0,0,100,5,2,0.2,3,100,0,5
451833,0.75,0,0,100,5,2,0.2,3,100,0,5
465189,0.75,0,0,100,5,2,0.2,3,100,0,5
425087,0.75,0,0,100,5,2,0.2,3,100,0,5
473019,0.75,0,0,100,5,2,0.2,3,100,0,5
459301,0.75,0,0,100,5,2,0.2,3,100,0,5
459867,0.75,0,0,100,5,2,0.2,3,100,0,5
444509,0.75,0,0,100,5,2,0.2,3,100,0,5
465203,0.75,0,0,100,5,2,0.2,3,100,0,5
465198,0.75,0,0,100,5,2,0.2,3,100,0,5
424647,0.75,0,0,100,5,2,0.2,3,100,0,5
465197,0.75,0,0,100,5,2,0.2,3,100,0,5
442678,0.75,0,0,100,5,2,0.2,3,100,0,5
465188,0.75,0,0,100,5,2,0.2,3,100,0,5
454917,0.75,0,0,100,5,2,0.2,3,100,0,5
465218,0.75,0,0,100,5,2,0.2,3,100,0,5
464011,0.75,0,0,100,5,2,0.2,3,100,0,5
436877,0.75,0,0,100,5,2,0.2,3,100,0,5
444665,0.75,0,0,100,5,2,0.2,3,100,0,5
463556,0.75,0,0,100,5,2,0.2,3,100,0,5
424761,0.75,0,0,100,5,2,0.2,3,100,0,5
431002,0.75,0,0,100,5,2,0.2,3,100,0,5
435034,0.75,0,0,100,5,2,0.2,3,100,0,5
456404,0.75,0,0,100,5,2,0.2,3,100,0,5
422536,0.75,0,0,100,5,2,0.2,3,100,0,5
451655,0.75,0,0,100,5,2,0.2,3,100,0,5
459092,0.75,0,0,100,5,2,0.2,3,100,0,5
455312,0.75,0,0,100,5,2,0.2,3,100,0,5
462468,0.75,0,0,100,5,2,0.2,3,100,0,5
463260,0.75,0,0,100,5,2,0.2,3,100,0,5
461541,0.75,0,0,100,5,2,0.2,3,100,0,5
432472,0.75,0,0,100,5,2,0.2,3,100,0,5
446448,0.75,0,0,100,5,2,0.2,3,100,0,5
446746,0.75,0,0,100,5,2,0.2,3,100,0,5
446745,0.75,0,0,100,5,2,0.2,3,100,0,5
461270,0.75,0,0,100,5,2,0.2,3,100,0,5
465201,0.75,0,0,100,5,2,0.2,3,100,0,5
504415,0.75,0,0,100,5,2,0.2,3,100,0,5
461404,0.75,0,0,100,5,2,0.2,3,100,0,5
453771,0.75,0,0,100,5,2,0.2,3,100,0,5
455082,0.75,0,0,100,5,2,0.2,3,100,0,5
458627,0.75,0,0,100,5,2,0.2,3,100,0,5
435011,0.75,0,0,100,5,2,0.2,3,100,0,5
438994,0.75,0,0,100,5,2,0.2,3,100,0,5
465217,0.75,0,0,100,5,2,0.2,3,100,0,5
444666,0.75,0,0,100,5,2,0.2,3,100,0,5
422278,0.75,0,0,100,5,2,0.2,3,100,0,5
462057,0.75,0,0,100,5,2,0.2,3,100,0,5
462323,0.75,0,0,100,5,2,0.2,3,100,0,5
433072,0.75,0,0,100,5,2,0.2,3,100,0,5
464457,0.75,0,0,100,5,2,0.2,3,100,0,5
422279,0.75,0,0,100,5,2,0.2,3,100,0,5
417514,0.75,0,0,100,5,2,0.2,3,100,0,5
464016,0.75,0,0,100,5,2,0.2,3,100,0,5
462473,0.75,0,0,100,5,2,0.2,3,100,0,5
463430,0.75,0,0,100,5,2,0.2,3,100,0,5
445069,0.75,0,0,100,5,2,0.2,3,100,0,5
439201,0.75,0,0,100,5,2,0.2,3,100,0,5
415995,0.75,0,0,100,5,2,0.2,3,100,0,5
454313,0.75,0,0,100,5,2,0.2,3,100,0,5
462324,0.75,0,0,100,5,2,0.2,3,100,0,5
463572,0.75,0,0,100,5,2,0.2,3,100,0,5
459873,0.75,0,0,100,5,2,0.2,3,100,0,5
454919,0.75,0,0,100,5,2,0.2,3,100,0,5
459598,0.75,0,0,100,5,2,0.2,3,100,0,5
463263,0.75,0,0,100,5,2,0.2,3,100,0,5
444130,0.75,0,0,100,5,2,0.2,3,100,0,5
463114,0.75,0,0,100,5,2,0.2,3,100,0,5
434325,0.75,0,0,100,5,2,0.2,3,100,0,5
434187,0.75,0,0,100,5,2,0.2,3,100,0,5
462706,0.75,0,0,100,5,2,0.2,3,100,0,5
415238,0.75,0,0,100,5,2,0.2,3,100,0,5
415081,0.75,0,0,100,5,2,0.2,3,100,0,5
524587,0.75,0,0,100,5,2,0.2,3,100,0,5
427019,0.75,0,0,100,5,2,0.2,3,100,0,5
465206,0.75,0,0,100,5,2,0.2,3,100,0,5
436684,0.75,0,0,100,5,2,0.2,3,100,0,5
426801,0.75,0,0,100,5,2,0.2,3,100,0,5
461683,0.75,0,0,100,5,2,0.2,3,100,0,5
422274,0.75,0,0,100,5,2,0.2,3,100,0,5
427992,0.75,0,0,100,5,2,0.2,3,100,0,5
460807,0.75,0,0,100,5,2,0.2,3,100,0,5
418306,0.75,0,0,100,5,2,0.2,3,100,0,5
418908,0.75,0,0,100,5,2,0.2,3,100,0,5
465211,0.75,0,0,100,5,2,0.2,3,100,0,5
524599,0.75,0,0,100,5,2,0.2,3,100,0,5
426796,0.75,0,0,100,5,2,0.2,3,100,0,5
524590,0.75,0,0,100,5,2,0.2,3,100,0,5
435029,0.75,0,0,100,5,2,0.2,3,100,0,5
473014,0.75,0,0,100,5,2,0.2,3,100,0,5
454805,0.75,0,0,100,5,2,0.2,3,100,0,5
426797,0.75,0,0,100,5,2,0.2,3,100,0,5
446599,0.75,0,0,100,5,2,0.2,3,100,0,5
465155,0.75,0,0,100,5,2,0.2,3,100,0,5
417051,0.75,0,0,100,5,2,0.2,3,100,0,5
468184,0.75,0,0,100,5,2,0.2,3,100,0,5
421035,0.75,0,0,100,5,2,0.2,3,100,0,5
421017,0.75,0,0,100,5,2,0.2,3,100,0,5
421025,0.75,0,0,100,5,2,0.2,3,100,0,5
421020,0.75,0,0,100,5,2,0.2,3,100,0,5
524604,0.75,0,0,100,5,2,0.2,3,100,0,5
444245,0.75,0,0,100,5,2,0.2,3,100,0,5
433062,0.75,0,0,100,5,2,0.2,3,100,0,5
457470,0.75,0,0,100,5,2,0.2,3,100,0,5
421366,0.75,0,0,100,5,2,0.2,3,100,0,5
458493,0.75,0,0,100,5,2,0.2,3,100,0,5
419136,0.75,0,0,100,5,2,0.2,3,100,0,5
471386,0.75,0,0,100,5,2,0.2,3,100,0,5
418916,0.75,0,0,100,5,2,0.2,3,100,0,5
435041,0.75,0,0,100,5,2,0.2,3,100,0,5
435039,0.75,0,0,100,5,2,0.2,3,100,0,5
418912,0.75,0,0,100,5,2,0.2,3,100,0,5
453307,0.75,0,0,100,5,2,0.2,3,100,0,5
418906,0.75,0,0,100,5,2,0.2,3,100,0,5
422834,0.75,0,0,100,5,2,0.2,3,100,0,5
429886,0.75,0,0,100,5,2,0.2,3,100,0,5
429741,0.75,0,0,100,5,2,0.2,3,100,0,5
456588,0.75,0,0,100,5,2,0.2,3,100,0,5
435012,0.75,0,0,100,5,2,0.2,3,100,0,5
435565,0.75,0,0,100,5,2,0.2,3,100,0,5
435562,0.75,0,0,100,5,2,0.2,3,100,0,5
422546,0.75,0,0,100,5,2,0.2,3,100,0,5
429605,0.75,0,0,100,5,2,0.2,3,100,0,5
422686,0.75,0,0,100,5,2,0.2,3,100,0,5
434879,0.75,0,0,100,5,2,0.2,3,100,0,5
434875,0.75,0,0,100,5,2,0.2,3,100,0,5
452662,0.75,0,0,100,5,2,0.2,3,100,0,5
419315,0.75,0,0,100,5,2,0.2,3,100,0,5
419316,0.75,0,0,100,5,2,0.2,3,100,0,5
422681,0.75,0,0,100,5,2,0.2,3,100,0,5
455751,0.75,0,0,100,5,2,0.2,3,100,0,5
453766,0.75,0,0,100,5,2,0.2,3,100,0,5
415084,0.75,0,0,100,5,2,0.2,3,100,0,5
459324,0.75,0,0,100,5,2,0.2,3,100,0,5
452479,0.75,0,0,100,5,2,0.2,3,100,0,5
