date,val
1/1/1970,13.9
2/1/1970,18.3
3/1/1970,38.4
4/1/1970,65
5/1/1970,93
6/1/1970,110.3
7/1/1970,113.3
8/1/1970,95.8
9/1/1970,67.9
10/1/1970,43
11/1/1970,23.4
12/1/1970,14.4
1/1/1971,13.9
2/1/1971,18.3
3/1/1971,38.4
4/1/1971,65
5/1/1971,93
6/1/1971,110.3
7/1/1971,113.3
8/1/1971,95.8
9/1/1971,67.9
10/1/1971,43
11/1/1971,23.4
12/1/1971,14.4
