date,val
1/1/08,19
2/1/08,18
3/1/08,30
4/1/08,32
5/1/08,48
6/1/08,77
7/1/08,121
8/1/08,112
9/1/08,52
10/1/08,20
11/1/08,15
12/1/08,13
1/1/09,13
